kategori,name,price_raw,price
air-mineral,CRYSTALLINE AIR MINERAL 600 ML,Rp3.630,3630.0
air-mineral,PRISTINE WATER 600 ML - AIR MINERAL,Rp5.660,5660.0
air-mineral,HPM VALUE PLUS DRINKING WATER 1500 ML BOTOL - AIR MINERAL,Rp4.150,4150.0
air-mineral,LE MINERALE 600ML - AIR MINERAL,Rp3.730,3730.0
air-mineral,LE MINERALE AIR MINERAL PET 1500 ML,Rp6.410,6410.0
air-mineral,AQUA AIR MINERAL CUP 200/220 ML KTN,Rp46.990,46990.0
air-mineral,CHI FOREST Sparkling Water White Peach 480 ml Air Bersoda Persik x 15 PCS (1 Carton),Rp133.500,133500.0
air-mineral,Nestle Pure Life 600 Ml,Rp3.630,3630.0
air-mineral,Aqua Air Mineral Btl 330 Ml,Rp2.450,2450.0
air-mineral,AQUA AIR MINERAL BOTOL 1500 ML,Rp5.350,5350.0
air-mineral,Aqua Segar Lebat dan Cerah,Rp30.000,30000.0
air-mineral,HPM VALUE PLUS DRINKING WATER 1500 ML BOTOL - AIR MINERAL,Rp4.270,4270.0
air-mineral,HPM VALUE PLUS DRINKING WATER BOTOL 600 ML - AIR MINERAL,Rp2.130,2130.0
air-mineral,LE MINERALE AIR MINERAL PET 1500 ML,Rp5.770,5770.0
air-mineral,AQUA AIR MINERAL BTL 330 ML,Rp2.450,2450.0
air-mineral,CRYSTALLINE AIR MINERAL 600ML,Rp3.630,3630.0
air-mineral,AMIDIS AIR MINERAL PET 330 ML,Rp2.770,2770.0
air-mineral,VIT AIR MINERAL BTL 1500 GR,Rp4.590,4590.0
air-mineral,CRYSTALLINE AIR MINERAL 1500 ML,Rp6.300,6300.0
air-mineral,LE MINERALE AIR MINERAL PET 1500 ML,Rp8.870,8870.0
air-mineral,AQUA CLICK & GO 750ML,Rp7.370,7370.0
air-mineral,zam zam barcode 5 liter air zam zam oleh oleh haji,Rp550.000,550000.0
air-mineral,Le Minerale 600Ml,Rp3.730,3730.0
air-mineral,NESTLE PURE LIFE 1500 ML - AIR MINERAL,Rp7.050,7050.0
air-mineral,AQUA AIR MINERAL BTL 330 ML,Rp2.450,2450.0
air-mineral,CRYSTALLINE AIR MINERAL 1500 ML,Rp4.890,4890.0
air-mineral,Air Mineral Nestle Botol 330 Ml,Rp3.500,3500.0
air-mineral,AMIDIS AIR MINERAL PET 600ML,Rp3.950,3950.0
air-mineral,Amidis Air Botol 1500 Ml,Rp10.800,10800.0
air-mineral,[CLEO X DENSU] 3 Karton 1L Praktis Cleo Air Murni Botol 36 botol,Rp135.500,135500.0
air-mineral,PROMO 10 BOX! Organique Water 500 ml,Rp1.775.900,1775900.0
air-mineral,RON88 Botol 1500 ml (isi 12 botol) (INSTAN),Rp51.000,51000.0
air-mineral,Larutan Penyegar Cap Badak Botol untuk Panas Dalam (500 ml),Rp9.900,9900.0
air-mineral,[LIVE SALE] Air Murni Cleo Galon 19 LT Handle SE - Bundle Hemat 4 Galon,Rp157.000,157000.0
air-mineral,VP Drinking Water 600 Ml Btl,Rp3.210,3210.0
air-mineral,Cleo Glass Natural Mineral Water 330ml [ Dus isi 12 Botol Kaca ],Rp113.334,113334.0
air-mineral,PRISTINE WATER 600 ML - AIR MINERAL,Rp5.150,5150.0
air-mineral,PRISTINE WATER 600 ML,Rp6.100,6100.0
